sentence,isHedge
"Google stock-based compensation totaled $2.1 billion for the quarter, up 22% year-over-year.",0
"Operating income was $9.7 billion, up 13% versus last year, and the operating margin was 24.8%.",0
"Accrued CapEx for the quarter was $6.8 billion, reflecting investments in office facilities, data centers and servers.",0
Let me now turn to and talk about Other Bets.,0
"I'll cover results for the full year 2018 because it remains most instructive to look at the financials for Other Bets over a longer term horizon, as we have discussed on prior calls.",0
Results for the quarter are in our earnings release.,0
"For the full year 2018, Other Bets revenues were $595 million, up 25% versus 2017, primarily generated by Fiber and Verily.",0
Operating loss for Other Bets was $3.4 billion for the full year 2018 versus an operating loss of $2.7 billion in 2017.,0
"Other Bets accrued CapEx was $181 million, down from $493 million in 2017, primarily reflecting investments in Fiber.",0
"Key recent accomplishments include: In December, Waymo launched Waymo One, which enables participants to use its app to hail and pay for rides; also, Verily recently announced a $1 billion investment of round led by Silver Lake as it advances on plans that are complementary and additive to its current life sciences portfolio.",0
"That investment, of course, was in addition to the $800 million it raised from Temasek previously.",0
Let me close with some observations on our priorities and longer-term outlook.,0
"First, with respect to revenues.",0
Our 23% revenue growth in 2018 was powered in particular by the ongoing benefit of innovation in our Sites business.,0
"With 8 products with more than 1 billion users each and more people coming online every day, we remain excited by the opportunities to continue to create valuable experiences for users around the globe.",0
"In particular, we see significant ongoing potential to apply our machine-learning capabilities across our businesses.",1
"In our advertising business, machine learning has enabled innovation in advertisers' ability to match consumer intent and to bid more effectively for improved ROI.",0
It has also enhanced the ability of smaller businesses to benefit from advertising on our platforms.,0
"Machine learning is also driving differentiation for newer Google businesses, like Cloud and hardware, as well central to a number of Other Bets, most notably Waymo and Verily.",0
"Looking ahead, a couple of things to note.",0
"First, as we've said many times, we continuously work to enhance the user and advertiser experience.",0
"Because we make changes with the focus on the best interest of users and advertisers over the long term, the timing of the introduction of new experiences, particularly in search advertising, can vary, which can result in an impact on quarterly year-on-year growth.",1
"Second, during 2018, the FX tailwinds in the first half of the year turned to headwinds in the third and fourth quarters, in line with the strengthening of the U.S. dollar.",0
"Based on the continuing strengthening of the U.S. dollar, we expect a headwind to reported versus fixed FX results in the first quarter in contrast to the favorable impact of FX in the first quarter of 2018.",1
Turning to investments and profitability.,0
"In terms of gross margin, the biggest component within cost of revenues remains our traffic acquisition costs, reflecting our strong revenue growth in mobile search and the fact that mobile search carries higher TAC than our desktop business.",0
"As we've discussed on prior calls, while the pace of year-on-year growth in Sites TAC as a percentage of Sites revenues slowed after the first quarter of 2018, we do expect the Sites TAC rate to continue to increase year-on-year, reflecting ongoing strength in mobile search.",1
"Within OpEx, we remain focused on prioritization in order to optimize resources for longer-term growth in sizable markets.",0
"You'll see us continue to support our priority areas with increased headcount, which will remain concentrated in R&D, although we expect the growth rate to moderate in 2019.",1
"In 2018, we also saw continued progress on our goal to nurture new businesses outside of Google, our Other Bets, with the model of independence.",0
"While I've said previously that there is no monolithic approach to how the Other Bets execute against opportunities, a shared principle is aligning employee interest with the long-term value creation by these companies.",1
"Since inception, this has been an important part of our approach at Google, with stock grants comprising meaningful components of overall compensation across our employee base.",0
We're increasingly following that approach in the Other Bets with compensation programs that align employee and company interests.,0
You've seen the impact of some of those programs in the fourth quarter as we accrued compensation expenses to reflect increases in the valuation of equity in certain Other Bets.,0
"While these expenses will recur, the timing of valuation events is unpredictable and can vary between bets, which can affect quarterly comparisons.",1
"Finally, on capital allocation, our primary use continues to be to support organic growth in our businesses, followed by retaining flexibility for acquisitions.",0
"After taking these needs into account, our board has authorized the repurchase of up to an additional 12.5 billion of our Class C capital stock.",0
"With respect to CapEx, we continue to invest in both compute requirements and for office facilities, although we expect the CapEx growth rate in 2019 to moderate quite significantly.",1
"In conclusion, 2018 was another great year with tremendous ongoing opportunity ahead of us.",0
I will now turn the call over to Sundar.,0
"Thanks, Ruth.",0
"Last year, we set out to bring the benefits of AI to everyone through our products, and I'm proud of the tremendous progress we made towards that goal.",0
"From Smart Compose in Gmail to the new Google News experience, to call streaming on the Pixel and improving the overall safety of our products, AI is helping people get things done every day.",0
"Beyond our products, AI is also helping us drive our mission forward at the scale we couldn't have imagined just a few years ago.",0
"Google AI Lead, Jeff Dean, recapped the results of our efforts in a great post on our AI blog, like using AI to better detect the spread of breast cancer or providing flood victims with real-time information in a crisis.",0
I encourage everyone to check it out.,0
We also launched the Google AI impact challenge to help nonprofits find ways to use AI to solve social and environmental problems.,0
"In addition to our progress in AI, we saw great traction across newer areas, like the Google Assistant, Hardware and Cloud.",0
"And our core areas such as Search, Maps, News, YouTube and our computing and advertising platforms continue their strong momentum.",0
Everything we do at Google is united by the mission of making information accessible and useful for everyone.,0
Providing accurate and trusted information at the scale the Internet has reached is an extremely complex challenge and one that is constantly getting harder.,0
"But we have 20 years of experience in these information challenges, and it's what we strive to do better than anyone else.",0
"As we do this, we feel a deep sense of responsibility to do the right thing and are continuing to build privacy and security into the core of our products, keeping users' data safe and secure with the industry's best security systems and giving people better and clearer controls.",1
You'll see us continue to do a lot more here in 2019.,0
"Today, I'll start by sharing some of the new ways that we are working towards our mission, then I'll give an update on our video and advertising platforms, followed by the latest on our hardware and cloud efforts.",0
And I'll close with a few thoughts on our investments around the world.,0
"First, advancing our mission of making information accessible and useful.",0
"The Google Assistant is a great example of how we help people throughout their day, and we demonstrated that at CES last month with lots of exciting new partners and features.",0
"From the Lenovo Smart Clock that wakes you up in the morning, to real-time navigation that helps during your commute, to a built-in interpreter that translates conversations across dozens of languages on Google Home.",0
"And speaking of languages, over the past year, the Google Assistant expanded from 8 languages in 14 countries to nearly 30 languages in 80 countries.",0
"In that time, the number of active users has quadrupled.",0
"As we add more partners, devices and capabilities, the Google Assistant will only get better and more helpful.",0
"There's a lot of great progress in other areas, too.",0
"Last month, we announced the launch of activity cards in Search.",0
"Now when you search for a topic that you have previously explored, you can quickly see where you've already been and pick up where you left out.",0
"Thanks to our strength in AI and Search, Google Lens uses your smartphone camera to help identify more than 1 billion products.",0
"So if you see an item that you like, Lens can show you similar designs, along with useful information like product reviews.",0
"We continue to see great momentum across our computing platforms, Android and Chrome.",0
"In Q4, we announced that Android will officially support foldable phones with partners like Samsung introducing their first foldable devices this year.",0
We see continued traction with manufacturer adoption of Android Auto.,0
We recently announced new media and messaging features to significantly simplify and improve the car dashboard experience.,0
"And building on the speed, simplicity and security of Chrome OS, partners like ASUS and HP introduced a slew of great new consumer and enterprise Chromebooks last months at CES.",0
"Now let me provide an update on our video and advertising platforms, starting with YouTube.",0
We are seeing great traction in some of our newer experiences on YouTube.,0
"YouTube Music and YouTube Premium are now available in nearly 30 countries, up from 5 countries at the start of 2018.",1
"Last month, YouTube TV announced that it has expanded nationwide to cover 98% of U.S. households, with the rest to follow shortly.",0
YouTube continues to invest in its thriving community of creators and build great features for its nearly 2 billion monthly login users.,0
"For instance, in Q4, we expanded access to tools like stories and community post that strengthen the connections between fans and creators.",0
"One of our newest tools, Premiers, is a breakout hit.",0
"Ariana Grande's premiere of her official music video for Thank U, Next in November holds the record for biggest music video debut in YouTube history, earning over 55 million views in its first day.",0
"We are driving revenue to the YouTube creator community, from established channels to newly emerging ones.",0
"The number of YouTube channels with more than 1 million subscribers nearly doubled in the last year, and the number of creators earning 5 or 6 figures grew by more than 40% year-over-year.",0
A big priority for YouTube in 2019 is to continue our work to quickly find and remove content that violates YouTube's content guidelines.,0
"It's an important challenge, and with advanced machine learning and investments in human reviewers, we are making continued progress.",0
"Now I'll touch on some of the recent highlights of our advertising business, which continue to go from strength to strength.",0
"Recently, Warner Bros embedded the first full length film with an ad on YouTube and reached a record number of people, over 17 million users in a single day.",0
Viewers who watched the trailer for Lego Movie 2 on Black Friday were served the franchise's original film for free within the ad.,0
It's a great example of how advertisers continue to delight users on YouTube.,0
"Performance advertisers loved TrueView for action, YouTube's direct response offering.",0
"Since the product launched in March 2018, over 30% of the advertisers who use TrueView for action were new to buying video ads on YouTube.",0
"In Q4, we also announced a global strategic ad tech relationship with The Walt Disney Company across their entire portfolio of brands and properties.",0
"With Google Ad Manager as its core platform, Disney will be able to sell across its digital properties seamlessly on the Web, in mobile apps, through connected TVs and even during live events.",0
"Our shopping tools were also front and center during the holidays, helping retailers reach people during the busy holiday shopping season.",0
"In fact, the number of shopping daily active users on Google.com during the holidays doubled compared to last year, thanks in part to new features like productless modules that showcase the most popular products across the Web.",0
"Small retailers are also benefiting from automated bidding solutions, like smart shopping campaigns, which now has more than 20,000 live merchants, impressive progress since launching in April.",0
Now on to our growing hardware efforts.,0
"During the holiday season, our newest lineup of Made by Google devices topped many best of 2018 lists.",0
The response from shoppers was equally positive.,0
"It was another record year for our Google Home family of devices, with millions sold this holiday season.",0
They're helping people easily get things done around the house.,0
"For example, people use Google Home devices to cook over 16 million recipes this holiday season, 1 million on Christmas Day alone.",0
Our newest smart displays were particularly popular.,0
One out of every 7 Google Home devices activated over the holiday season was a Google Home Hub.,0
"In Q4, we launched significant advances in computational photography in our Pixel 3, with features such as night sight photo light photos.",0
"We also expanded availability to 4 more countries: Japan, France, Ireland and Taiwan.",0
"And finally, our growing Cloud business.",0
I want to thank Diane Greene for her leadership over the last 3 years.,0
"Google Cloud is a fast-growing, multi-billion dollar business that supports major Global 5000 companies in every important vertical with a robust enterprise organization.",0
This was not the case just [3] years ago.,0
What Diane and her team accomplished is phenomenal.,0
"Now, Diane's work is done, and she has handed the reins to Thomas Kurian, and I'm thrilled to have him here as our new Cloud leader.",0
Google Cloud closed out the year strong with momentum across the business.,0
"Last year, we more than doubled both the number of Google Cloud Platform deals over $1 million as well as the number of multiyear contracts signed.",0
"We also ended the year with another milestone, passing 5 million paying customers for our Cloud collaboration and productivity solution, G Suite.",0
Our focus on helping customers digitally transform their businesses is paying off.,0
We continue to see strong growth in all our major geographies and industries this quarter.,0
"In financial services, we signed agreements with 2 of the top financial institutions in the U.S. to help them transition their business to Google Cloud with our highly secure solutions.",0
"In retail, brands like Bed Bath & Beyond, DSW and Ulta Beauty are using our Cloud to manage data and provide more personalized experiences to consumers.",0
"In media and entertainment, The Telegraph in the U.K. is going all-in with Google Cloud because of our data and machine learning expertise.",0
"To support our global growth, in Q4, we launched our 18th Google Cloud region and announced plans for a new region in Jakarta.",0
"So as you can see, we are investing in the many incredible opportunities across our business.",0
We are also investing in communities around the world and right here at home.,0
"I was recently in Europe opening up our new office in Berlin, which will help us more than double the number of Googlers who work there.",0
"Across Europe, we have invested more than EUR 4.3 billion in 5 data centers since 2007.",0
"And in Q4, we announced a new data center coming in Denmark.",0
"In all, it's estimated that these data centers have generated more than EUR 5.4 billion in GDP over the last decade.",1
"Of course, the amount generated by our creator, publisher and app developer partners across the region is orders of magnitude larger.",0
"We also continue our substantial investments throughout the U.S. Last year, we made significant investments in new and expanded office space.",0
"In Q4, we opened the doors to our new office in Detroit and announced that we'll be investing over $1 billion in capital improvements to establish a new campus in New York City, which will begin to open in 2020.",0
We're also continuing to invest in data center construction and expansion.,0
"It is an important, long-term investment that lay the groundwork for our future computing needs, primarily to accelerate machine learning across our businesses, but also to support the opportunities we see in Cloud, Search, ads and YouTube.",0
"More than 20 years in, there is still tremendous opportunity for Google to help people save time, learn new things, grow their businesses and build stronger communities.",1
I want to thank every Googler around the world for making 2018 a great year for users and our business.,0
"With that, I will hand it back over to Ruth.",0
"Thank you, Sundar, and we will now take your questions.",0
Questions and Answers,0
(Operator Instructions) And our first question comes from Eric Sheridan of UBS.,0
"Two, if I could.",1
"Sundar, on YouTube, you now have a number of brands in the marketplace between YouTube Premium, TV, YouTube Music.",0
"How are you thinking about positioning those brands against the global opportunity, especially in mobile, to consume media on a global scale?",0
And how are you positioning those brands for the opportunity?,0
"And then, Ruth, I wanted to come back to a comment on revenue versus expense with respect to YouTube.",0
"It sounds like you called out YouTube as strong in the quarter on the revenue side, but is depressed on the expense side.",1
Was that because of licensed content for things like Music and YouTube TV?,0
Or what is ad splits?,0
How should we think about what the drivers were there and how they're permanent versus seasonal in Q4?,1
"Thanks, Eric.",0
"On the YouTube question, of course, our core effort is around the main YouTube product, and that is what works at scale globally across the world, and we are seeing continued engagement and it's doing very well.",0
"We are committed to making sure there is a premium experience on YouTube delivering the content people would want, and YouTube Music is an important part of that as well.",0
So we are investing in both.,0
"As you know, YouTube TV is U.S. only, and we are definitely -- it's an exciting product, it's differentiated and has longer value for us because it brings our advertising products together, including being able to serve it across TV.",0
So we're clearly investing in areas where we see opportunity.,0
We are pretty thorough about making sure our investments deliver growth on the other side.,1
"And so we monitor it with metrics and -- be it engagement and revenue growth, and we see a lot of opportunity here.",0
"And then, in terms of revenue and investments in YouTube, overall, as Sundar said, we're -- YouTube is continuing to benefit from the secular change and the way users are using content, and that's reflected in strong revenue growth.",0
Brand advertising does remain the largest part of the business.,0
It's grown at a strong pace.,0
"And as I've said in opening comments, we're particularly excited about the significant growth in direct response, both TrueView for action and app promo formats are delivering great value for users and advertisers, and that's driving growth across regions and channels.",0
"In terms of the expenses, I think what you're referring to is within other cost of revenues, the primary driver in the fourth quarter was the increase in content acquisition costs due to YouTube growth, and that's both for ad-supported content in what is typically a seasonally strong quarter and also for our newer subscription businesses, which do have higher CAC as a percentage of revenue.",1
We're excited about the growth we're seeing here.,0
And our next question comes from Anthony DiClemente of Evercore.,0
I have one for Ruth and one for Sundar.,0
"Ruth, if I look at the segment operating losses for Other Bets, they were higher, both in the fourth quarter and for the year, '18 over '17.",0
Is it safe to assume that's investments at Waymo?,1
"Or can you just flesh out a little bit more for us, if possible, were there other, Other Bets besides Waymo, which were worthy of call-out in terms of greater or decreasing investment, that would be great.",1
"And then, for Sundar, I'm just wondering if you could provide us any commentary about how growth at Cloud is going.",1
Any milestones?,0
Talked about the investment there.,0
"Ruth did, I think, in terms of headcount growth in technical and sales roles.",1
"And for the new leadership that you mentioned, what are the things that the new -- that Thomas Kurian can kind of do at Cloud to accelerate the next phase of growth in that business?",0
"So in terms of the investment levels in Other Bets, the major point is that we're investing across Other Bets commensurate with what we think is required, kind of looking out at the opportunity set for each one, and we go through a regular process with weekly business reviews and quarterly board reviews and try and calibrate the appropriate pace of investment.",1
"In terms of the increase this quarter, as I indicated in the opening comments, we accrued some comp expenses for a number of bets, and that was really to reflect increases in the valuation of equity in certain Other Bets.",0
"On Cloud, one of the things that was evident towards end of last year is, now, our ability to win very large customers, Global 5000 companies with multiyear contracts.",0
And so that's definitely something we want to focus on.,0
"I think, Diane and Thomas have been working on closely on a transition with a lot of continuity.",1
And you'll continue to see us -- it's very clear to us that our product offerings are ready and differentiated.,0
"And so we want to invest and scale our go-to-market, both in terms of direct sales and our channel partnerships.",0
"And maybe you will see us focus more on areas where we are clearly seeing returns, be it the geographic regions.",1
"We care about the 6 main verticals, where most of the momentum is.",0
"And within our product offerings, the 5 major areas, where we have clearly defined product with differentiated features, too.",0
But I'm excited at the traction we are seeing.,0
"We're getting large wins, and I look forward to executing here.",0
And our next question comes from Doug Anmuth of JPMorgan.,0
I just wanted to ask 2.,0
"First, as you think about the strong Google Sites growth, [22%], FX neutral.",0
"Can you just help us understand some of the mobile search innovations that you think are really driving things here beyond some of these just underlying secular strength, with the particular focus perhaps on the retail channel and just how you're thinking about the opportunities there?",1
"And then, second, Ruth, just wanted to go back to your comment on OpEx.",0
Just wanted to go clarify.,0
Were you saying that headcount growth specifically you think will moderate in '19?,1
Or are you talking about overall CapEx spending?,0
"Doug, on the first one, obviously, we have thousands of engineers working on continually launching search improvements.",0
"I think, for me, a lot of this has been the clear hard work that's gone into making sure search on mobile works really, really well.",1
"Removing friction where we can, constantly working to get the answers a bit quicker and faster and making them more relevant.",0
"So to me, it's more a set of continual innovation mentality that we have had in there for a long time, and that's really working at scale.",0
"And then, the specific comment, I think, you're referencing is I was pointing to headcount growth.",1
"We are continuing to hire to support growth opportunities, particularly hiring engineers and product managers in Google and continuing to support growth in Cloud.",0
"And what I was just trying to draw out was we will continue to hire, but the year-on-year growth rate will moderate there.",0
And our next question comes from Heather Bellini of Goldman Sachs.,0
"Yes, I had a follow-up to Anthony's questions on Cloud.",0
It doesn't seem like you want to share an update on the revenue run rate.,1
"But I was wondering if maybe you could share with us what you're seeing in terms of year-over-year growth rates, in particular, are they growing faster than what the competitors disclosed in their public results?",1
Because maybe that will help think about the pace of growth in your Cloud business.,1
"And then, secondarily, I was just wondering if you could give us a sense of the types of workloads, if there's any commonality to the types of workloads you might be running more frequently than not?",1
"So in terms of growth, Cloud does continue to deliver sizable revenue growth, driven by GCP.",0
And GCP does remain one of the fastest-growing businesses across Alphabet.,0
"As Sundar said, we've doubled the number of GCP contracts greater than $1 million.",0
"We're also seeing early nice uptick in the number of deals that are greater than $100 million, and really pleased with the success and penetration there.",0
"At this point, not updating further.",0
"And Heather, I think, maybe specifically a couple of examples, there's definitely, we see clear strength in data management and analytics, so we can take specific -- for example, in retail, or if you take someone like The Telegraph, those very important factors.",1
Application platforms.,0
"So our ability to help customers deploy cloud-native applications has been a differentiator of customers like Unity, Ubisoft, et cetera.",0
And multi-cloud ability to run cloud services across clouds on-prem turns out to be very important for global multinational companies like HSBC.,0
So we do see a wide variety of stuff.,0
"We are clearly focus on infrastructure being an application platform, data management and smart analytics, and of course, with G Suite productivity and collaboration.",0
So that's the core areas we are investing in from a product and a go-to-market standpoint.,0
And we're seeing great traction there.,0
And our next question comes from Brian Nowak of Morgan Stanley.,0
I have 2.,0
"Just first, I wanted to go back to YouTube.",0
"You had a very strong quarter, it sounds like, on branded advertising and now some of these new direct response ads.",1
"I was curious, Sundar, as you think about with an innovation focus, what do you see as being 1 or 2 of the biggest opportunities to further improve the quality or the efficacy of the ad product you provide for advertisers on YouTube from here?",0
And then on Waymo had a couple of milestones throughout the last 3 to 6 months.,0
Maybe talk us through how you see the next 1 or 2 big factors that you're really focused on ensuring that Waymo becomes what it could be?,1
"On YouTube, I still think we are in early days of making sure YouTube is a better platform for direct response.",1
And TrueView for action is still early.,0
"We see great traction, but I think there's a lot more to do.",1
"And I think we had a set of features, which we launched last year to make sure it works better.",1
But I think there's a lot more to do.,1
"In the long run, I think, for me, YouTube is a place where we see users not only come for entertainment.",1
They come to find information.,0
They're coming to learn about things.,0
"They're coming to discover, do research.",0
"And so being able to match that intent over time in a way that we can bring the right value for our users and advertisers, I think, is a long-run opportunity.",1
And we're taking all the right foundational steps to realize it.,0
"And in terms of Waymo, as you know well, we are intently focused on safety first and ensuring a great user experience, and that's why we're expanding methodically.",0
We are pleased that we've continued to broaden out our service in the Phoenix area and we're focused on expanding both the number of riders and the geographic reach around Phoenix.,0
"In addition, we're having conversations with a number of other interested cities, and we are continuing to explore applying our technology for logistics and deliveries and for personal use vehicles and for last mile solutions for cities, so continuing to execute, as we've described previously.",0
And our next question comes from Mark Mahaney of RBC Capital Markets.,0
Two questions.,0
"First, Ruth, could you just provide a little more color on the R&D expense buildup?",1
Anything unusual on there?,0
Just comment on the cadence of that.,0
"And then, Sundar, on hardware, that's -- it's been a multiyear effort.",0
It seems like it's accelerated.,1
There's a series of these new products we tried to do a report on to make sure we understood them.,0
"Could you talk about how the strategic and maybe the synergistic impacts that you're seeing of hardware on the rest of Google's business, on the rest of Alphabet's business?",1
And do you think that it's still early days and maybe paint a picture of how significant those synergies could be?,1
So starting with R&D.,0
"The main driver is our ongoing investment in engineers, in particular, in Google, and then, as I said, the sizable increase in accrued comp for Other Bets.",0
"And just to build that out a bit more, give you a bit more color, in certain Other Bets, employees are compensated through equity-based programs, and that's because we believe that this alignment of interest is valuable.",1
We do assess valuation on an ongoing basis.,0
"And at a minimum, we do a formal valuation assessment once every 12 months or when there's a significant event.",0
And what you're seeing in the fourth quarter is the impact of higher valuation in certain Other Bets.,0
"And as we've talked about previously, a goal with the Alphabet structure is to enable us to build new businesses that would make a positive impact and create long-term value.",1
And it's still early days.,1
We're very excited about the opportunities we see.,0
And so what you're seeing is the impact here of valuation.,0
"The way we approach it is very consistent with the way startups are typically valued, and that includes technical progress and a range of other items.",0
"And Mark, on hardware, obviously, we are working hard to offer the best Google Experience we can, bringing together AI, software and hardware.",0
"And you are right that it does have a lot of synergistic value, but -- at this stage where we are in.",1
The main way we do that today for our core products is by using hardware to drive where the rest of the computing ecosystem is.,0
And so we get a very leveraged effect there.,0
"But over time, as we scale up our hardware efforts and do it thoughtfully so, it definitely -- when I look at the kind of experience we can deliver, for example, if you look at something like the Google Home Hub and how it delivers a nice experience across Search, Assistant and YouTube and photos when you want it, you can definitely see the glimpse of the future.",1
And so we're investing to realize that.,0
And our next question comes from Stephen Ju of Cr?dit Suisse.,0
"Sundar, just picking up on the AI for everyone theme, you've been highlighting at I/O as well as other venues.",0
Our conversations with advertisers suggest that products like smart bidding are becoming a pretty increasingly popular tool to add to their bidding strategies.,1
"But how has the pickup been among the SMBs, especially among the local advertisers?",0
Do you think you can target that market without a sales force?,1
"And secondarily, as we talk to companies transitioning to the Cloud, there's increased talk of collecting data, dealing data lakes as well as analyzing all that data to help their decision-making process, so from your standpoint running Google, do you feel like the current technology you have at your disposal is sophisticated enough to keep up with all of the needs for you to run the company as you collect all the data from across the Internet?",1
I think 2 questions on you.,1
"First question around using machine learning to help serve advertisers better and be able to reach newer advertisers, SMBs and local advertisers.",0
I definitely think you highlight an exciting opportunity.,1
"Whenever we have done work like be it last year or the last couple of years through universal app campaigns or smart shopping campaigns last year, responsive search ads, those are all great examples of where we brought ML.",0
"And with that, we made process much easier for advertisers of all sizes and we see an impact.",0
"So I think it's a natural extension for us to continue working in that direction, and that will help us reach SMBs and local advertisers better over time.",1
So I do think that's a good opportunity.,1
"And on the second part of your question, I want to make sure I understand it.",0
"If you're asking about how we invest in our security as a company, I think it's a foundation of how we do everything for the past 20 years.",1
And we always -- we realize a deep responsibility that comes with being stewards of users' data.,0
So everything we design is designed with privacy and security in mind.,0
"It's where some of our core investments go, be it securing our data centers, literally the practices we have across the company, the quality and talent in our security teams, and over time, using AI itself to do all this well.",0
"So it's a core part of what we do, and we take it very, very seriously.",0
And our next question comes from Dan Salmon of BMO Capital Markets.,0
"Sundar, in your review of some of the shopping products during the fourth quarter, you [didn't] mention shopping actions.",0
And there were reports there that Walmart decided to leave the program recently.,0
And I think there have been some public comments on social media from Googlers confirming that.,1
So I'd just love to hear a little bit more about that.,0
"But maybe more broadly, the traction of shopping actions, and in particular, the price per sale metric that you rolled out with it during the holiday season?",1
"And then, Ruth, just a quick one for you.",0
"If we could return to your prepared remarks, there were a couple of sort of things to keep in mind that you are highlighting.",1
One was FX going from a tailwind to a headwind.,0
"But just before that, you were talking about how new experiences can roll out over time to users.",0
"And I just wanted to clarify, were you referencing an experience that's rolling out currently or just generally that, that is a best practice in general for Google?",0
"On shopping, I think we launched shopping actions around, if I remember, March of last year.",1
And we have definitely seen a strong traction there.,0
